metric,label_value_pair
container_cpu_cfs_periods_total,instance=10.176.122.152:10250
container_cpu_cfs_periods_total,instance=10.176.122.153:10250
container_cpu_cfs_periods_total,instance=10.176.122.161:10250
container_cpu_cfs_periods_total,instance=10.176.122.162:10250
container_cpu_cfs_periods_total,job=kubelet
container_cpu_cfs_periods_total,metrics_path=/metrics/cadvisor
container_cpu_cfs_periods_total,name=k8s_config-reloader_alertmanager-prometheus-kube-prometheus-alertmanager-0_obs_6a11b0a8-f546-46d6-a01d-f2762fbd89c1_0
container_cpu_cfs_periods_total,name=k8s_config-reloader_prometheus-prometheus-kube-prometheus-prometheus-0_obs_7ccbd58f-f2a4-401d-92ca-5604f3c858e3_0
container_cpu_cfs_periods_total,name=k8s_kube-rbac-proxy_opentelemetry-operator-controller-manager-7bfb68fcc4-lvblp_opentelemetry-operator-system_2565b644-d897-4a35-a9c9-ebe4e59ea5f3_0
container_cpu_cfs_periods_total,name=k8s_mysql_nacosdb-mysql-0_default_03b512c0-0e7c-4609-88e0-9a35daff0dd0_0
container_cpu_cfs_periods_total,name=k8s_mysql_nacosdb-mysql-1_default_71be6d4a-deed-4d5d-8b4c-9f0bef1d9a03_0
container_cpu_cfs_periods_total,name=k8s_mysql_nacosdb-mysql-2_default_cfe9084a-426a-4ccc-9d37-9ad95e8b581d_0
container_cpu_cfs_periods_total,name=k8s_mysql_tsdb-mysql-0_default_0bbb9a52-454d-4c23-8dbb-779805f96c94_0
container_cpu_cfs_periods_total,name=k8s_mysql_tsdb-mysql-1_default_14d8c5c5-8702-454a-b35b-08ca0111dd91_0
container_cpu_cfs_periods_total,name=k8s_mysql_tsdb-mysql-2_default_6cd51d7b-50e7-49cb-8ff3-23190d801ce4_0
container_cpu_cfs_periods_total,name=k8s_ts-admin-basic-info-service_ts-admin-basic-info-service-768df9d645-49bxh_default_c900fec5-17b6-429b-be93-a509bc2acf8d_0
container_cpu_cfs_periods_total,name=k8s_ts-admin-basic-info-service_ts-admin-basic-info-service-768df9d645-6rfmc_default_7c890c6d-6db8-46f5-a058-93dfe528d512_0
container_cpu_cfs_periods_total,name=k8s_ts-admin-order-service_ts-admin-order-service-68f76f4775-pfq9j_default_d4765f13-8182-41c2-826d-a2571cf06fb2_0
container_cpu_cfs_periods_total,name=k8s_ts-admin-order-service_ts-admin-order-service-68f76f4775-r4tgh_default_417ea4bc-7774-43c8-8141-8b8f09a752c9_0
container_cpu_cfs_periods_total,name=k8s_ts-admin-route-service_ts-admin-route-service-5b57ff6d57-kcqr5_default_8bc47606-9862-4f3c-8d57-6ec3f38b70a2_0
container_cpu_cfs_periods_total,name=k8s_ts-admin-route-service_ts-admin-route-service-5b57ff6d57-rzffz_default_1d373da0-1c58-4145-886d-e53060c5f8f5_0
container_cpu_cfs_periods_total,name=k8s_ts-admin-travel-service_ts-admin-travel-service-65f99666b6-rwjx5_default_3b54e194-bcb7-44d1-82a5-35f820922cea_0
container_cpu_cfs_periods_total,name=k8s_ts-admin-travel-service_ts-admin-travel-service-65f99666b6-tlgp6_default_58784170-cf44-481e-af33-3ebda70874bf_0
container_cpu_cfs_periods_total,name=k8s_ts-admin-user-service_ts-admin-user-service-7d94ff5bc6-66ccv_default_e8f93e1b-e1b7-41b0-9b21-e60946ccb80f_0
container_cpu_cfs_periods_total,name=k8s_ts-admin-user-service_ts-admin-user-service-7d94ff5bc6-pcf7v_default_3e5b5eb8-0768-45ca-8f3e-48df18bb5702_0
container_cpu_cfs_periods_total,name=k8s_ts-assurance-service_ts-assurance-service-75857d4f45-b28xp_default_98b3a73c-c524-4738-9dc9-085a7fb18076_0
container_cpu_cfs_periods_total,name=k8s_ts-assurance-service_ts-assurance-service-75857d4f45-mjmvt_default_2fa58c93-88c6-4597-aefb-cb69c5b4bb8d_0
container_cpu_cfs_periods_total,name=k8s_ts-auth-service_ts-auth-service-6f695b66dc-8xx85_default_2bc59deb-14a0-4305-a85c-dfdda9d8c3ad_0
container_cpu_cfs_periods_total,name=k8s_ts-auth-service_ts-auth-service-6f695b66dc-rqt7m_default_37628017-a719-4ec8-8113-e36645fb9651_0
container_cpu_cfs_periods_total,name=k8s_ts-avatar-service_ts-avatar-service-7d66bbcfb8-r8q2w_default_b9125850-e4fc-49c6-aae5-1c74d500eb57_0
container_cpu_cfs_periods_total,name=k8s_ts-avatar-service_ts-avatar-service-7d66bbcfb8-sczmm_default_6bd8eba6-5a05-4ef9-8c2e-07937ceb44dc_0
container_cpu_cfs_periods_total,name=k8s_ts-basic-service_ts-basic-service-6f7d85c664-lkwnv_default_c902c9c4-68ec-44d3-8a04-73bec44bf4fb_0
container_cpu_cfs_periods_total,name=k8s_ts-basic-service_ts-basic-service-6f7d85c664-p9vcx_default_8bafec41-65f1-4212-a35a-128a39ac863f_0
container_cpu_cfs_periods_total,name=k8s_ts-cancel-service_ts-cancel-service-74d57dff8d-dz4hz_default_471674ba-a87b-44a5-8437-564cb015d0d6_0
container_cpu_cfs_periods_total,name=k8s_ts-cancel-service_ts-cancel-service-74d57dff8d-hlmr2_default_f30dea8a-84ba-47c0-a5c8-32b2fb41e80d_0
container_cpu_cfs_periods_total,name=k8s_ts-config-service_ts-config-service-56756cd4b7-6hmbl_default_20ae9a3f-61bd-4318-af0e-6a65e31d1342_0
container_cpu_cfs_periods_total,name=k8s_ts-config-service_ts-config-service-56756cd4b7-kxz4r_default_81605590-959d-43fd-a1d9-165befd330a1_0
container_cpu_cfs_periods_total,name=k8s_ts-consign-price-service_ts-consign-price-service-756469f8f9-h5crm_default_792e5547-1169-4653-a782-beaaf129398d_0
container_cpu_cfs_periods_total,name=k8s_ts-consign-price-service_ts-consign-price-service-756469f8f9-rf8vj_default_70464143-4a59-4178-b7c4-f6b38073219a_0
container_cpu_cfs_periods_total,name=k8s_ts-consign-service_ts-consign-service-57dff95494-klmwp_default_18517873-051a-431a-93af-1207d59e3bf1_0
container_cpu_cfs_periods_total,name=k8s_ts-consign-service_ts-consign-service-57dff95494-n4j2z_default_d205cd99-d0e7-475a-a835-1ccd0e2ab198_0
container_cpu_cfs_periods_total,name=k8s_ts-contacts-service_ts-contacts-service-7598b8f96f-qqxqm_default_80ad2a63-75cb-4e98-bb1e-9fd00d75b1ea_0
container_cpu_cfs_periods_total,name=k8s_ts-contacts-service_ts-contacts-service-7598b8f96f-x64xc_default_0897a890-e873-4579-b29b-456801fc8058_0
container_cpu_cfs_periods_total,name=k8s_ts-delivery-service_ts-delivery-service-796698457f-p6887_default_8f08a883-1121-4cce-b875-6fc99f53e732_0
container_cpu_cfs_periods_total,name=k8s_ts-delivery-service_ts-delivery-service-796698457f-zqrkr_default_2ed60b10-9e59-428a-b13a-db2842cd8634_0
container_cpu_cfs_periods_total,name=k8s_ts-execute-service_ts-execute-service-76584dd465-96d4p_default_a7fb4fc7-0d36-4c48-b144-df6dec0295e6_0
container_cpu_cfs_periods_total,name=k8s_ts-execute-service_ts-execute-service-76584dd465-c7628_default_1b197cd1-1ce5-4314-9dd8-6df7059d1c18_0
container_cpu_cfs_periods_total,name=k8s_ts-food-delivery-service_ts-food-delivery-service-6446cc9999-bvlgd_default_a5cd4c25-1410-4294-85d8-fcfa2ea3ebf3_0
container_cpu_cfs_periods_total,name=k8s_ts-food-delivery-service_ts-food-delivery-service-6446cc9999-hqh4c_default_9e37d521-06df-4332-a533-f949a7cea316_0
container_cpu_cfs_periods_total,name=k8s_ts-food-service_ts-food-service-66f9498cdf-l826t_default_0928e7e9-c970-4c46-8faf-0272d7aa2e0d_0
container_cpu_cfs_periods_total,name=k8s_ts-food-service_ts-food-service-66f9498cdf-xf27r_default_0bf792a6-1841-4033-a24a-519786948999_0
container_cpu_cfs_periods_total,name=k8s_ts-gateway-service_ts-gateway-service-6f99b4b794-m7t6b_default_150d1460-f4e9-4297-b7df-164031b4c7e2_0
container_cpu_cfs_periods_total,name=k8s_ts-gateway-service_ts-gateway-service-6f99b4b794-txqfb_default_9df9e467-8bf6-49db-84ea-d837b92e84d6_0
container_cpu_cfs_periods_total,name=k8s_ts-inside-payment-service_ts-inside-payment-service-5d897577cc-4zn5m_default_b712c713-ec98-4d7b-85e4-080c537a1845_0
container_cpu_cfs_periods_total,name=k8s_ts-inside-payment-service_ts-inside-payment-service-5d897577cc-v7hqm_default_7b43e575-d1a7-43d1-9b63-b3c94c8ff8c7_0
container_cpu_cfs_periods_total,name=k8s_ts-news-service_ts-news-service-867fc4cb4f-xd62r_default_0f0117eb-8d47-4ff4-b24b-3fe5990a6650_0
container_cpu_cfs_periods_total,name=k8s_ts-news-service_ts-news-service-867fc4cb4f-zlnt6_default_42f7c121-96af-4b3e-80b8-30bbe7608cc8_0
container_cpu_cfs_periods_total,name=k8s_ts-notification-service_ts-notification-service-54b94867b9-ddfvc_default_7f752df4-3e3e-4559-a6d8-725335b3530a_0
container_cpu_cfs_periods_total,name=k8s_ts-notification-service_ts-notification-service-54b94867b9-k4qbq_default_279d262a-af55-4d68-848e-22e2c0284ce2_0
container_cpu_cfs_periods_total,name=k8s_ts-order-other-service_ts-order-other-service-599787b58b-48p9p_default_3ea9c8e9-906c-488c-a956-6c5b5156a1de_0
container_cpu_cfs_periods_total,name=k8s_ts-order-other-service_ts-order-other-service-599787b58b-k9lr8_default_c6b20149-f364-4530-887b-67800203197b_0
container_cpu_cfs_periods_total,name=k8s_ts-order-service_ts-order-service-5cffbb94fd-9k6vs_default_1e7e10e1-19bf-4018-8f9b-248effeaf5da_0
container_cpu_cfs_periods_total,name=k8s_ts-order-service_ts-order-service-5cffbb94fd-tqpsq_default_98be4202-0108-4bb6-b9d4-8ad793ad0174_0
container_cpu_cfs_periods_total,name=k8s_ts-payment-service_ts-payment-service-bcd86c6d7-h2kfz_default_aa2d1b9c-0366-4a14-9bc5-01fc882186d2_0
container_cpu_cfs_periods_total,name=k8s_ts-payment-service_ts-payment-service-bcd86c6d7-lrq7v_default_65e77b98-23e6-4a17-823e-deaed5ce1251_0
container_cpu_cfs_periods_total,name=k8s_ts-preserve-other-service_ts-preserve-other-service-b89f79469-6t9bs_default_dd9ee414-3d30-4db2-a370-499a54729374_0
container_cpu_cfs_periods_total,name=k8s_ts-preserve-other-service_ts-preserve-other-service-b89f79469-t7n9k_default_ad6edbf9-d438-4462-90c8-df481ff89b6c_0
container_cpu_cfs_periods_total,name=k8s_ts-preserve-service_ts-preserve-service-f67995894-27flb_default_f826920d-61a4-4105-a18e-bdcf82be7eeb_0
container_cpu_cfs_periods_total,name=k8s_ts-preserve-service_ts-preserve-service-f67995894-gc5qw_default_fab6ab31-3d05-4f03-8253-0f3ebb1370a7_0
container_cpu_cfs_periods_total,name=k8s_ts-price-service_ts-price-service-7c9648f9dc-jr7g6_default_34f11dc8-3972-4d06-9630-e93fb7549a24_0
container_cpu_cfs_periods_total,name=k8s_ts-price-service_ts-price-service-7c9648f9dc-t8wk4_default_9d7df3f7-6590-428e-a33b-66dfe90bdd38_0
container_cpu_cfs_periods_total,name=k8s_ts-rebook-service_ts-rebook-service-9b757b65-cjsrz_default_6ea47f8e-c604-41e9-960a-f6386dc4b972_0
container_cpu_cfs_periods_total,name=k8s_ts-rebook-service_ts-rebook-service-9b757b65-wncfw_default_43be04ad-ca9b-4f21-849d-8db510bcd5b3_0
container_cpu_cfs_periods_total,name=k8s_ts-route-plan-service_ts-route-plan-service-55ffcdf865-hbkmh_default_7dee5da5-185b-44f9-aa54-b5856364fd40_0
container_cpu_cfs_periods_total,name=k8s_ts-route-plan-service_ts-route-plan-service-55ffcdf865-tpc98_default_f7df6b2a-fc04-4c52-b3e1-83e68d95bed9_0
container_cpu_cfs_periods_total,name=k8s_ts-route-service_ts-route-service-54d744ccc9-2t4gh_default_2d6258a9-a0ec-4315-8fb2-da9e0d64ada8_0
container_cpu_cfs_periods_total,name=k8s_ts-route-service_ts-route-service-54d744ccc9-6nwqm_default_7bc9e939-5fbb-4a54-a948-a582027d4173_0
container_cpu_cfs_periods_total,name=k8s_ts-seat-service_ts-seat-service-5b97bc9fb5-fj26r_default_f8c0e3d5-56c7-4b0d-b21c-314d6bc717be_0
container_cpu_cfs_periods_total,name=k8s_ts-seat-service_ts-seat-service-5b97bc9fb5-jxr6j_default_d022ef07-9f59-4aee-bbfd-d2910f32537e_0
container_cpu_cfs_periods_total,name=k8s_ts-security-service_ts-security-service-6cfbd5679-h46xv_default_1aa2a8ee-a845-4f2e-8e12-39c5411926f4_0
container_cpu_cfs_periods_total,name=k8s_ts-security-service_ts-security-service-6cfbd5679-w44vz_default_b907247c-4f1a-438e-a8e8-cf6b6a4597c6_0
container_cpu_cfs_periods_total,name=k8s_ts-station-food-service_ts-station-food-service-b974d49f7-9kh6g_default_90993f7a-3627-4cde-b253-b46ad299101e_0
container_cpu_cfs_periods_total,name=k8s_ts-station-food-service_ts-station-food-service-b974d49f7-m82zg_default_e98e7434-6597-468a-811a-5ab10e83b56b_0
container_cpu_cfs_periods_total,name=k8s_ts-station-service_ts-station-service-69dd95ff9d-92mnb_default_f4d9627f-41bf-447c-b54c-ada503e46e65_0
container_cpu_cfs_periods_total,name=k8s_ts-station-service_ts-station-service-69dd95ff9d-rnzmz_default_18e44094-6897-4887-b586-9168738572b9_0
container_cpu_cfs_periods_total,name=k8s_ts-ticket-office-service_ts-ticket-office-service-5ccb5477cf-4gmjc_default_7221b704-c9b2-4f15-a1bb-8a2823366c45_485
container_cpu_cfs_periods_total,name=k8s_ts-ticket-office-service_ts-ticket-office-service-5ccb5477cf-gqpcg_default_49a3bd85-a1b3-4b97-8369-d5054405d6f2_485
container_cpu_cfs_periods_total,name=k8s_ts-train-food-service_ts-train-food-service-6cc445bdd5-cgng6_default_c827ee67-e430-4e97-84ef-e4109b3b7239_0
container_cpu_cfs_periods_total,name=k8s_ts-train-food-service_ts-train-food-service-6cc445bdd5-h4zbm_default_5466573b-2b9d-42af-a669-258788642ebb_0
container_cpu_cfs_periods_total,name=k8s_ts-train-service_ts-train-service-c8696bf95-bv5t9_default_e00b9c09-b14c-46e4-a7eb-a907e4bd73a7_0
container_cpu_cfs_periods_total,name=k8s_ts-train-service_ts-train-service-c8696bf95-mg4kb_default_b5b1a290-be10-4c4a-b698-f7ffb5918349_0
container_cpu_cfs_periods_total,name=k8s_ts-travel-plan-service_ts-travel-plan-service-6b59d578db-mxmgq_default_fce6bb99-d512-4561-97da-3aee46980337_0
container_cpu_cfs_periods_total,name=k8s_ts-travel-plan-service_ts-travel-plan-service-6b59d578db-n7qck_default_1e5684e7-9a16-4cb4-a6b7-1f657924c994_0
container_cpu_cfs_periods_total,name=k8s_ts-travel-service_ts-travel-service-c598b7879-6mllj_default_68c14dbc-28f4-4a33-817e-fb37a43cf5f7_0
container_cpu_cfs_periods_total,name=k8s_ts-travel-service_ts-travel-service-c598b7879-bb7s2_default_92d9014b-afbb-40b7-b3ee-0626df955aee_0
container_cpu_cfs_periods_total,name=k8s_ts-travel2-service_ts-travel2-service-7ccf6c966f-228fh_default_c12cbbe4-0dda-411b-8490-34b5373dab9c_0
container_cpu_cfs_periods_total,name=k8s_ts-travel2-service_ts-travel2-service-7ccf6c966f-h5mmq_default_25f7948a-1c5b-4da6-88eb-4bf2cf54e62f_0
container_cpu_cfs_periods_total,name=k8s_ts-ui-dashboard_ts-ui-dashboard-546ff59599-6dpsx_default_da5f02a3-ef58-439b-84d0-c087694bda7b_0
container_cpu_cfs_periods_total,name=k8s_ts-user-service_ts-user-service-5fc7759cf4-b8hlk_default_fe96ccf2-4565-491d-bad9-b23cdeaae5db_0
container_cpu_cfs_periods_total,name=k8s_ts-user-service_ts-user-service-5fc7759cf4-kgg9s_default_5fe600bc-4b44-4cc6-83f4-e4c5b4fad944_0
container_cpu_cfs_periods_total,name=k8s_ts-verification-code-service_ts-verification-code-service-6445455b6c-9mnnz_default_4abb6e37-7cac-48e8-a184-a6fec285b684_0
container_cpu_cfs_periods_total,name=k8s_ts-verification-code-service_ts-verification-code-service-6445455b6c-l7vxt_default_eaab0c42-5eac-4a5c-af80-bf5390996310_0
container_cpu_cfs_periods_total,name=k8s_ts-voucher-service_ts-voucher-service-66786949b4-8l97n_default_53471443-20af-4be4-aae9-acc55680c22a_0
container_cpu_cfs_periods_total,name=k8s_ts-voucher-service_ts-voucher-service-66786949b4-gldl5_default_8b7b3a27-53ef-4341-ba97-c1db3f96249e_0
container_cpu_cfs_periods_total,name=k8s_ts-wait-order-service_ts-wait-order-service-d96db497b-896kd_default_1ddb8fbb-a67a-4ea4-ae78-356aa8d1cde6_0
container_cpu_cfs_periods_total,name=k8s_ts-wait-order-service_ts-wait-order-service-d96db497b-f9lhl_default_9acba212-5468-4e19-b821-d4c319410836_0
container_cpu_cfs_periods_total,name=k8s_xenon_nacosdb-mysql-0_default_03b512c0-0e7c-4609-88e0-9a35daff0dd0_0
container_cpu_cfs_periods_total,name=k8s_xenon_nacosdb-mysql-1_default_71be6d4a-deed-4d5d-8b4c-9f0bef1d9a03_0
container_cpu_cfs_periods_total,name=k8s_xenon_nacosdb-mysql-2_default_cfe9084a-426a-4ccc-9d37-9ad95e8b581d_0
container_cpu_cfs_periods_total,name=k8s_xenon_tsdb-mysql-0_default_0bbb9a52-454d-4c23-8dbb-779805f96c94_0
container_cpu_cfs_periods_total,name=k8s_xenon_tsdb-mysql-1_default_14d8c5c5-8702-454a-b35b-08ca0111dd91_0
container_cpu_cfs_periods_total,name=k8s_xenon_tsdb-mysql-2_default_6cd51d7b-50e7-49cb-8ff3-23190d801ce4_0
container_cpu_cfs_periods_total,namespace=default
container_cpu_cfs_periods_total,namespace=obs
container_cpu_cfs_periods_total,namespace=opentelemetry-operator-system
container_cpu_cfs_periods_total,node=k8s-node1
container_cpu_cfs_periods_total,node=k8s-node2
container_cpu_cfs_periods_total,node=k8s-node3
container_cpu_cfs_periods_total,node=k8s-node4
container_cpu_cfs_periods_total,node=k8s-node5
container_cpu_cfs_periods_total,pod=alertmanager-prometheus-kube-prometheus-alertmanager-0
container_cpu_cfs_periods_total,pod=nacosdb-mysql-0
container_cpu_cfs_periods_total,pod=nacosdb-mysql-1
container_cpu_cfs_periods_total,pod=nacosdb-mysql-2
container_cpu_cfs_periods_total,pod=opentelemetry-operator-controller-manager-7bfb68fcc4-lvblp
container_cpu_cfs_periods_total,pod=prometheus-prometheus-kube-prometheus-prometheus-0
container_cpu_cfs_periods_total,pod=ts-admin-basic-info-service-768df9d645-49bxh
container_cpu_cfs_periods_total,pod=ts-admin-basic-info-service-768df9d645-6rfmc
container_cpu_cfs_periods_total,pod=ts-admin-order-service-68f76f4775-pfq9j
container_cpu_cfs_periods_total,pod=ts-admin-order-service-68f76f4775-r4tgh
container_cpu_cfs_periods_total,pod=ts-admin-route-service-5b57ff6d57-kcqr5
container_cpu_cfs_periods_total,pod=ts-admin-route-service-5b57ff6d57-rzffz
container_cpu_cfs_periods_total,pod=ts-admin-travel-service-65f99666b6-rwjx5
container_cpu_cfs_periods_total,pod=ts-admin-travel-service-65f99666b6-tlgp6
container_cpu_cfs_periods_total,pod=ts-admin-user-service-7d94ff5bc6-66ccv
container_cpu_cfs_periods_total,pod=ts-admin-user-service-7d94ff5bc6-pcf7v
container_cpu_cfs_periods_total,pod=ts-assurance-service-75857d4f45-b28xp
container_cpu_cfs_periods_total,pod=ts-assurance-service-75857d4f45-mjmvt
container_cpu_cfs_periods_total,pod=ts-auth-service-6f695b66dc-8xx85
container_cpu_cfs_periods_total,pod=ts-auth-service-6f695b66dc-rqt7m
container_cpu_cfs_periods_total,pod=ts-avatar-service-7d66bbcfb8-r8q2w
container_cpu_cfs_periods_total,pod=ts-avatar-service-7d66bbcfb8-sczmm
container_cpu_cfs_periods_total,pod=ts-basic-service-6f7d85c664-lkwnv
container_cpu_cfs_periods_total,pod=ts-basic-service-6f7d85c664-p9vcx
container_cpu_cfs_periods_total,pod=ts-cancel-service-74d57dff8d-dz4hz
container_cpu_cfs_periods_total,pod=ts-cancel-service-74d57dff8d-hlmr2
container_cpu_cfs_periods_total,pod=ts-config-service-56756cd4b7-6hmbl
container_cpu_cfs_periods_total,pod=ts-config-service-56756cd4b7-kxz4r
container_cpu_cfs_periods_total,pod=ts-consign-price-service-756469f8f9-h5crm
container_cpu_cfs_periods_total,pod=ts-consign-price-service-756469f8f9-rf8vj
container_cpu_cfs_periods_total,pod=ts-consign-service-57dff95494-klmwp
container_cpu_cfs_periods_total,pod=ts-consign-service-57dff95494-n4j2z
container_cpu_cfs_periods_total,pod=ts-contacts-service-7598b8f96f-qqxqm
container_cpu_cfs_periods_total,pod=ts-contacts-service-7598b8f96f-x64xc
container_cpu_cfs_periods_total,pod=ts-delivery-service-796698457f-p6887
container_cpu_cfs_periods_total,pod=ts-delivery-service-796698457f-zqrkr
container_cpu_cfs_periods_total,pod=ts-execute-service-76584dd465-96d4p
container_cpu_cfs_periods_total,pod=ts-execute-service-76584dd465-c7628
container_cpu_cfs_periods_total,pod=ts-food-delivery-service-6446cc9999-bvlgd
container_cpu_cfs_periods_total,pod=ts-food-delivery-service-6446cc9999-hqh4c
container_cpu_cfs_periods_total,pod=ts-food-service-66f9498cdf-l826t
container_cpu_cfs_periods_total,pod=ts-food-service-66f9498cdf-xf27r
container_cpu_cfs_periods_total,pod=ts-gateway-service-6f99b4b794-m7t6b
container_cpu_cfs_periods_total,pod=ts-gateway-service-6f99b4b794-txqfb
container_cpu_cfs_periods_total,pod=ts-inside-payment-service-5d897577cc-4zn5m
container_cpu_cfs_periods_total,pod=ts-inside-payment-service-5d897577cc-v7hqm
container_cpu_cfs_periods_total,pod=ts-news-service-867fc4cb4f-xd62r
container_cpu_cfs_periods_total,pod=ts-news-service-867fc4cb4f-zlnt6
container_cpu_cfs_periods_total,pod=ts-notification-service-54b94867b9-ddfvc
container_cpu_cfs_periods_total,pod=ts-notification-service-54b94867b9-k4qbq
container_cpu_cfs_periods_total,pod=ts-order-other-service-599787b58b-48p9p
container_cpu_cfs_periods_total,pod=ts-order-other-service-599787b58b-k9lr8
container_cpu_cfs_periods_total,pod=ts-order-service-5cffbb94fd-9k6vs
container_cpu_cfs_periods_total,pod=ts-order-service-5cffbb94fd-tqpsq
container_cpu_cfs_periods_total,pod=ts-payment-service-bcd86c6d7-h2kfz
container_cpu_cfs_periods_total,pod=ts-payment-service-bcd86c6d7-lrq7v
container_cpu_cfs_periods_total,pod=ts-preserve-other-service-b89f79469-6t9bs
container_cpu_cfs_periods_total,pod=ts-preserve-other-service-b89f79469-t7n9k
container_cpu_cfs_periods_total,pod=ts-preserve-service-f67995894-27flb
container_cpu_cfs_periods_total,pod=ts-preserve-service-f67995894-gc5qw
container_cpu_cfs_periods_total,pod=ts-price-service-7c9648f9dc-jr7g6
container_cpu_cfs_periods_total,pod=ts-price-service-7c9648f9dc-t8wk4
container_cpu_cfs_periods_total,pod=ts-rebook-service-9b757b65-cjsrz
container_cpu_cfs_periods_total,pod=ts-rebook-service-9b757b65-wncfw
container_cpu_cfs_periods_total,pod=ts-route-plan-service-55ffcdf865-hbkmh
container_cpu_cfs_periods_total,pod=ts-route-plan-service-55ffcdf865-tpc98
container_cpu_cfs_periods_total,pod=ts-route-service-54d744ccc9-2t4gh
container_cpu_cfs_periods_total,pod=ts-route-service-54d744ccc9-6nwqm
container_cpu_cfs_periods_total,pod=ts-seat-service-5b97bc9fb5-fj26r
container_cpu_cfs_periods_total,pod=ts-seat-service-5b97bc9fb5-jxr6j
container_cpu_cfs_periods_total,pod=ts-security-service-6cfbd5679-h46xv
container_cpu_cfs_periods_total,pod=ts-security-service-6cfbd5679-w44vz
container_cpu_cfs_periods_total,pod=ts-station-food-service-b974d49f7-9kh6g
container_cpu_cfs_periods_total,pod=ts-station-food-service-b974d49f7-m82zg
container_cpu_cfs_periods_total,pod=ts-station-service-69dd95ff9d-92mnb
container_cpu_cfs_periods_total,pod=ts-station-service-69dd95ff9d-rnzmz
container_cpu_cfs_periods_total,pod=ts-ticket-office-service-5ccb5477cf-4gmjc
container_cpu_cfs_periods_total,pod=ts-ticket-office-service-5ccb5477cf-gqpcg
container_cpu_cfs_periods_total,pod=ts-train-food-service-6cc445bdd5-cgng6
container_cpu_cfs_periods_total,pod=ts-train-food-service-6cc445bdd5-h4zbm
container_cpu_cfs_periods_total,pod=ts-train-service-c8696bf95-bv5t9
container_cpu_cfs_periods_total,pod=ts-train-service-c8696bf95-mg4kb
container_cpu_cfs_periods_total,pod=ts-travel-plan-service-6b59d578db-mxmgq
container_cpu_cfs_periods_total,pod=ts-travel-plan-service-6b59d578db-n7qck
container_cpu_cfs_periods_total,pod=ts-travel-service-c598b7879-6mllj
container_cpu_cfs_periods_total,pod=ts-travel-service-c598b7879-bb7s2
container_cpu_cfs_periods_total,pod=ts-travel2-service-7ccf6c966f-228fh
container_cpu_cfs_periods_total,pod=ts-travel2-service-7ccf6c966f-h5mmq
container_cpu_cfs_periods_total,pod=ts-ui-dashboard-546ff59599-6dpsx
container_cpu_cfs_periods_total,pod=ts-user-service-5fc7759cf4-b8hlk
container_cpu_cfs_periods_total,pod=ts-user-service-5fc7759cf4-kgg9s
container_cpu_cfs_periods_total,pod=ts-verification-code-service-6445455b6c-9mnnz
container_cpu_cfs_periods_total,pod=ts-verification-code-service-6445455b6c-l7vxt
container_cpu_cfs_periods_total,pod=ts-voucher-service-66786949b4-8l97n
container_cpu_cfs_periods_total,pod=ts-voucher-service-66786949b4-gldl5
container_cpu_cfs_periods_total,pod=ts-wait-order-service-d96db497b-896kd
container_cpu_cfs_periods_total,pod=ts-wait-order-service-d96db497b-f9lhl
container_cpu_cfs_periods_total,pod=tsdb-mysql-0
container_cpu_cfs_periods_total,pod=tsdb-mysql-1
container_cpu_cfs_periods_total,pod=tsdb-mysql-2
container_cpu_cfs_periods_total,service=prometheus-kube-prometheus-kubelet
container_cpu_cfs_throttled_periods_total,container=config-reloader
container_cpu_cfs_throttled_periods_total,container=kube-rbac-proxy
container_cpu_cfs_throttled_periods_total,container=mysql
container_cpu_cfs_throttled_periods_total,container=ts-admin-basic-info-service
container_cpu_cfs_throttled_periods_total,container=ts-admin-order-service
container_cpu_cfs_throttled_periods_total,container=ts-admin-route-service
container_cpu_cfs_throttled_periods_total,container=ts-admin-travel-service
container_cpu_cfs_throttled_periods_total,container=ts-admin-user-service
container_cpu_cfs_throttled_periods_total,container=ts-assurance-service
container_cpu_cfs_throttled_periods_total,container=ts-auth-service
container_cpu_cfs_throttled_periods_total,container=ts-avatar-service
container_cpu_cfs_throttled_periods_total,container=ts-basic-service
container_cpu_cfs_throttled_periods_total,container=ts-cancel-service
container_cpu_cfs_throttled_periods_total,container=ts-config-service
container_cpu_cfs_throttled_periods_total,container=ts-consign-price-service
container_cpu_cfs_throttled_periods_total,container=ts-consign-service
container_cpu_cfs_throttled_periods_total,container=ts-contacts-service
container_cpu_cfs_throttled_periods_total,container=ts-delivery-service
container_cpu_cfs_throttled_periods_total,container=ts-execute-service
container_cpu_cfs_throttled_periods_total,container=ts-food-delivery-service
container_cpu_cfs_throttled_periods_total,container=ts-food-service
container_cpu_cfs_throttled_periods_total,container=ts-gateway-service
container_cpu_cfs_throttled_periods_total,container=ts-inside-payment-service
container_cpu_cfs_throttled_periods_total,container=ts-news-service
container_cpu_cfs_throttled_periods_total,container=ts-notification-service
container_cpu_cfs_throttled_periods_total,container=ts-order-other-service
container_cpu_cfs_throttled_periods_total,container=ts-order-service
container_cpu_cfs_throttled_periods_total,container=ts-payment-service
container_cpu_cfs_throttled_periods_total,container=ts-preserve-other-service
container_cpu_cfs_throttled_periods_total,container=ts-preserve-service
container_cpu_cfs_throttled_periods_total,container=ts-price-service
container_cpu_cfs_throttled_periods_total,container=ts-rebook-service
container_cpu_cfs_throttled_periods_total,container=ts-route-plan-service
